,Density_Field,Omega_m,Omega_b,h,n_s,sigma_8
14,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/14/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
15,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/15/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
16,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/16/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
17,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/17/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
18,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/18/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
19,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/19/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
20,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/20/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
21,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/21/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
22,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/22/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
23,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/23/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
24,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/24/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
25,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/25/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
26,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/26/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
27,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/27/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
28,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/28/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
29,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/29/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
30,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/30/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
31,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/31/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
32,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/32/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
33,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/33/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
34,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/34/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
35,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/35/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
36,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/36/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
37,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/37/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
38,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/38/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
39,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/39/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
40,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/40/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
41,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/41/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
42,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/42/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
43,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/43/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
44,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/44/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
45,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/45/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
46,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/46/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
47,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/47/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
48,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/48/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
49,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/49/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
50,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/50/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
51,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/51/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
52,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/52/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
53,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/53/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
54,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/54/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
55,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/55/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
56,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/56/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
57,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/57/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
58,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/58/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
59,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/59/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
60,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/60/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
61,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/61/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
62,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/62/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
63,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/63/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
64,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/64/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
65,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/65/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
66,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/66/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
67,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/67/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
68,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/68/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
69,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/69/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
70,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/70/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
71,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/71/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
72,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/72/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
73,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/73/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
74,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/74/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
75,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/75/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
76,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/76/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
77,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/77/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
78,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/78/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
79,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/79/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
80,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/80/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
81,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/81/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
82,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/82/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
83,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/83/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
84,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/84/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
85,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/85/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
86,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/86/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
87,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/87/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
88,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/88/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
89,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/89/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
90,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/90/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
91,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/91/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
92,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/92/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
93,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/93/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
94,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/94/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
95,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/95/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
96,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/96/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
97,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/97/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
98,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/98/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
99,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/99/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
100,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/100/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
101,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/101/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
102,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/102/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
103,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/103/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
104,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/104/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
105,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/105/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
106,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/106/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
107,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/107/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
108,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/108/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
109,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/109/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
110,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/110/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
111,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/111/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
112,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/112/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
113,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/113/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
114,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/114/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
115,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/115/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
116,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/116/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
117,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/117/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
118,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/118/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
119,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/119/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
120,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/120/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
121,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/121/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
122,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/122/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
123,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/123/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
124,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/124/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
125,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/125/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
126,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/126/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
127,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/127/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
128,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/128/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
129,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/129/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
130,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/130/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
131,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/131/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
132,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/132/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
133,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/133/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
134,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/134/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
135,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/135/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
136,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/136/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
137,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/137/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
138,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/138/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
139,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/139/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
140,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/140/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
141,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/141/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
142,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/142/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
143,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/143/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
144,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/144/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
145,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/145/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
146,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/146/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
147,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/147/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
148,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/148/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
149,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/149/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
150,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/150/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
151,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/151/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
152,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/152/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
153,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/153/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
154,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/154/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
155,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/155/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
156,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/156/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
157,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/157/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
158,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/158/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
159,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/159/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
160,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/160/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
161,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/161/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
162,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/162/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
163,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/163/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
164,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/164/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
165,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/165/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
166,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/166/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
167,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/167/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
168,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/168/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
169,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/169/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
170,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/170/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
171,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/171/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
172,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/172/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
173,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/173/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
174,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/174/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
175,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/175/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
176,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/176/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
177,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/177/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
178,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/178/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
179,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/179/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
180,/data74/chartier/3D_cubesDF/fiducial/3D_df128_z0p000/180/df_m_128_CIC_z=0.npy,0.3175,0.049,0.6711,0.9624,0.834
