,Density_Field,Omega_m,Omega_b,h,n_s,sigma_8
28,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/511/PK_128_log_bins.npy,0.2459,0.03675,0.5421,1.0583,0.7839
29,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1931/PK_128_log_bins.npy,0.1625,0.052390000000000006,0.7115,0.8289000000000001,0.9341
30,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1257/PK_128_log_bins.npy,0.4565,0.06633,0.5605,1.0807,0.6323
31,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1105/PK_128_log_bins.npy,0.47430000000000005,0.06597,0.5367,1.0451,0.6733
32,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1938/PK_128_log_bins.npy,0.34650000000000003,0.03547,0.8671,0.8717,0.7811
33,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1750/PK_128_log_bins.npy,0.2439,0.03423,0.5805,1.1461000000000001,0.8103
34,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1058/PK_128_log_bins.npy,0.4265,0.06639,0.6439,1.0263,0.9625
35,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/427/PK_128_log_bins.npy,0.4293,0.03605,0.7319,0.9303,0.6451
36,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1025/PK_128_log_bins.npy,0.47650000000000003,0.06735000000000001,0.7911,1.1215,0.8721
37,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/156/PK_128_log_bins.npy,0.21130000000000002,0.06365000000000001,0.6963,0.8785000000000001,0.8569
38,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/491/PK_128_log_bins.npy,0.41190000000000004,0.05195000000000001,0.7917000000000001,0.9460999999999999,0.6481
39,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/995/PK_128_log_bins.npy,0.3713000000000001,0.03483,0.7775000000000001,1.1479,0.7793
40,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/27/PK_128_log_bins.npy,0.3409,0.04687,0.5857,0.9135000000000001,0.6376999999999999
41,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1326/PK_128_log_bins.npy,0.16670000000000001,0.04053,0.6003000000000001,1.1619,0.9881
42,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1239/PK_128_log_bins.npy,0.1735,0.04549,0.5263,1.1562999999999999,0.9175
43,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/17/PK_128_log_bins.npy,0.24750000000000003,0.04437,0.7861,0.9407,0.7411
44,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1622/PK_128_log_bins.npy,0.1343,0.04871,0.8251000000000001,0.8385,0.9413
45,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/519/PK_128_log_bins.npy,0.3319,0.06583,0.6469,1.0703,0.8363
46,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/361/PK_128_log_bins.npy,0.1753,0.049870000000000005,0.7887,1.0755,0.8651
47,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/289/PK_128_log_bins.npy,0.33430000000000004,0.05049000000000001,0.8299000000000001,0.8555,0.6083
48,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1790/PK_128_log_bins.npy,0.14730000000000001,0.056870000000000004,0.6643,1.0401,0.8209
49,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1135/PK_128_log_bins.npy,0.3687,0.03587,0.6781,0.8445,0.8673
50,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1549/PK_128_log_bins.npy,0.1401,0.04107,0.5519000000000001,0.8007000000000001,0.8761
51,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1327/PK_128_log_bins.npy,0.48929999999999996,0.06625,0.6659,0.8405,0.6979
52,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/76/PK_128_log_bins.npy,0.42490000000000006,0.05893,0.8753,1.0741,0.9859
53,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/579/PK_128_log_bins.npy,0.24609999999999999,0.06519,0.6911,1.0199,0.9851
54,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/279/PK_128_log_bins.npy,0.32810000000000006,0.046110000000000005,0.8905000000000001,1.1917,0.6356999999999999
55,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/935/PK_128_log_bins.npy,0.1155,0.06543000000000002,0.8995,0.9941,0.7877000000000001
56,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/475/PK_128_log_bins.npy,0.4439000000000001,0.06837000000000001,0.6843,1.0641,0.7639
57,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1786/PK_128_log_bins.npy,0.1427,0.06777000000000001,0.8009000000000001,0.8673000000000001,0.7395
58,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1023/PK_128_log_bins.npy,0.21810000000000002,0.041510000000000005,0.8665,1.0889,0.9073
59,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1556/PK_128_log_bins.npy,0.17750000000000002,0.04097,0.7163,1.0927,0.8312999999999999
60,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/842/PK_128_log_bins.npy,0.3127,0.042330000000000007,0.5323,1.1402999999999999,0.7373000000000001
61,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1522/PK_128_log_bins.npy,0.2275,0.04845000000000001,0.6940999999999999,0.9245,0.9857
62,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1108/PK_128_log_bins.npy,0.21330000000000002,0.03439,0.6819,1.0349,0.9265
63,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1369/PK_128_log_bins.npy,0.4053,0.05005,0.6397,0.8963,0.8083
64,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/47/PK_128_log_bins.npy,0.2791,0.049670000000000006,0.5755,0.9601,0.7955
65,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/794/PK_128_log_bins.npy,0.49650000000000005,0.051570000000000005,0.5515,0.8409,0.6588999999999999
66,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/918/PK_128_log_bins.npy,0.4171,0.062150000000000004,0.6111,0.8295,0.8233
67,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1220/PK_128_log_bins.npy,0.2625,0.06285000000000002,0.6209,1.1875,0.6561
68,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/506/PK_128_log_bins.npy,0.1027,0.05319,0.7343,1.1801,0.9847
69,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/353/PK_128_log_bins.npy,0.48230000000000006,0.050190000000000005,0.5063,0.9491,0.7623
70,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/276/PK_128_log_bins.npy,0.27970000000000006,0.047189999999999996,0.7575000000000001,1.1684999999999999,0.8653
71,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/881/PK_128_log_bins.npy,0.4447,0.03013,0.7727,1.1385,0.8933
72,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1835/PK_128_log_bins.npy,0.3679,0.047670000000000004,0.7495,1.1987,0.6837
73,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1703/PK_128_log_bins.npy,0.41470000000000007,0.05561000000000001,0.6857,1.1724999999999999,0.9545
74,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/333/PK_128_log_bins.npy,0.4103,0.05489,0.7777000000000001,1.1877,0.9287
75,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1616/PK_128_log_bins.npy,0.42469999999999997,0.043930000000000004,0.7745,0.8929,0.9273
76,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/135/PK_128_log_bins.npy,0.30090000000000006,0.038470000000000004,0.6027,1.1343,0.8559
77,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/182/PK_128_log_bins.npy,0.2013,0.049010000000000005,0.8275000000000001,0.8921,0.9889
78,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1761/PK_128_log_bins.npy,0.12990000000000002,0.059050000000000005,0.6487,1.1105,0.8225
79,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1501/PK_128_log_bins.npy,0.32410000000000005,0.030529999999999998,0.5849,0.9923,0.7162999999999999
80,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/930/PK_128_log_bins.npy,0.1847,0.04743,0.7626999999999999,1.0577,0.8227
81,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/107/PK_128_log_bins.npy,0.1645,0.052570000000000006,0.7743,1.0311,0.6149
82,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/390/PK_128_log_bins.npy,0.24910000000000002,0.03403,0.5833,1.0361,0.6421
83,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1165/PK_128_log_bins.npy,0.3269,0.05223,0.8129,0.8917,0.9019
84,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1698/PK_128_log_bins.npy,0.37970000000000004,0.03363,0.5227,1.0821,0.7569
85,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/262/PK_128_log_bins.npy,0.21930000000000002,0.03283,0.5729,1.1985000000000001,0.6478999999999999
86,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1732/PK_128_log_bins.npy,0.12810000000000002,0.062110000000000005,0.8707,0.8433,0.7433
87,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/260/PK_128_log_bins.npy,0.21030000000000004,0.06887000000000001,0.7061,0.9733,0.8940999999999999
88,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/487/PK_128_log_bins.npy,0.1159,0.056530000000000004,0.7129,1.0185,0.8283
89,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/303/PK_128_log_bins.npy,0.12350000000000001,0.06571,0.6678999999999999,1.1507,0.7375
90,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/53/PK_128_log_bins.npy,0.29170000000000007,0.06289,0.7935000000000001,0.8467,0.8459
91,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1015/PK_128_log_bins.npy,0.21850000000000003,0.05713,0.5693,0.8721,0.9103
92,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/148/PK_128_log_bins.npy,0.42810000000000004,0.04913000000000001,0.5235,0.8961,0.7957
93,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1442/PK_128_log_bins.npy,0.24010000000000004,0.03085,0.6269,0.9179,0.6271
94,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1580/PK_128_log_bins.npy,0.24270000000000003,0.03717,0.6823,0.9893000000000001,0.7691
95,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1999/PK_128_log_bins.npy,0.2953,0.04701,0.8017000000000001,0.8193,0.6627
96,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1927/PK_128_log_bins.npy,0.18810000000000002,0.06873000000000001,0.6485,1.0081,0.6871
97,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/80/PK_128_log_bins.npy,0.3883,0.03243,0.6197,1.0961,0.9873000000000001
98,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1854/PK_128_log_bins.npy,0.1101,0.03715,0.7937000000000001,0.9039,0.6607
99,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/264/PK_128_log_bins.npy,0.47830000000000006,0.06101000000000001,0.8953,1.0315,0.8733
100,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1979/PK_128_log_bins.npy,0.4485,0.048010000000000004,0.5079,1.1547,0.6224999999999999
101,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1273/PK_128_log_bins.npy,0.4155000000000001,0.04991,0.7207,0.9075000000000001,0.8211
102,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/538/PK_128_log_bins.npy,0.2331,0.044230000000000005,0.8361000000000001,0.8093,0.6007
103,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1529/PK_128_log_bins.npy,0.39390000000000003,0.06719,0.7169,1.1099,0.6980999999999999
104,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/37/PK_128_log_bins.npy,0.4655,0.060450000000000004,0.6013,1.1437,0.7933
105,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/896/PK_128_log_bins.npy,0.44310000000000005,0.05857000000000001,0.6511,1.0283,0.9417
106,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1129/PK_128_log_bins.npy,0.1333,0.05377,0.7239,0.9517,0.7907
107,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1617/PK_128_log_bins.npy,0.16810000000000003,0.03663,0.8075000000000001,0.8275,0.8581
108,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1276/PK_128_log_bins.npy,0.33230000000000004,0.04449,0.6975,0.9715,0.8873
109,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/878/PK_128_log_bins.npy,0.11730000000000002,0.044430000000000004,0.6489,0.8575,0.6705
110,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/386/PK_128_log_bins.npy,0.2543,0.057170000000000006,0.8079000000000001,1.1679,0.6333
111,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1820/PK_128_log_bins.npy,0.1149,0.04961,0.6423,1.0675,0.8776999999999999
112,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/977/PK_128_log_bins.npy,0.1595,0.03429,0.8577,0.8841,0.7599
113,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1074/PK_128_log_bins.npy,0.4709,0.053570000000000007,0.7083,1.1227,0.9971
114,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1542/PK_128_log_bins.npy,0.1607,0.05163000000000001,0.8683000000000001,1.1781,0.8487
115,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/648/PK_128_log_bins.npy,0.3331,0.040990000000000006,0.8567,1.0599,0.8755
116,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1922/PK_128_log_bins.npy,0.27149999999999996,0.03477,0.5683,0.9805,0.7273000000000001
117,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/77/PK_128_log_bins.npy,0.2813,0.043250000000000004,0.7973,1.0693,0.7651
118,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/689/PK_128_log_bins.npy,0.45910000000000006,0.05305,0.5107,0.9093,0.7953
119,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/9/PK_128_log_bins.npy,0.4197000000000001,0.053290000000000004,0.5265,0.9665,0.6233
120,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/861/PK_128_log_bins.npy,0.36150000000000004,0.05253000000000001,0.6023000000000001,1.0613,0.8625
121,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/6/PK_128_log_bins.npy,0.41490000000000005,0.04539,0.5761000000000001,0.9911,0.6283
122,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1083/PK_128_log_bins.npy,0.1779,0.04877000000000001,0.6855,1.0697,0.8075
123,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/161/PK_128_log_bins.npy,0.37270000000000003,0.03223,0.7301,1.1852999999999998,0.7469
124,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1600/PK_128_log_bins.npy,0.4609,0.03007,0.7173,0.8853,0.6039
125,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1110/PK_128_log_bins.npy,0.10170000000000001,0.04485,0.6920999999999999,1.1297,0.7221
126,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/962/PK_128_log_bins.npy,0.4407,0.054430000000000006,0.6221,1.1185,0.8331
127,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1385/PK_128_log_bins.npy,0.3537,0.06169000000000001,0.6299,1.1970999999999998,0.6291
128,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/775/PK_128_log_bins.npy,0.2783,0.06387000000000001,0.5329,1.0375,0.7173
129,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1174/PK_128_log_bins.npy,0.15630000000000002,0.06517,0.7527,0.9089,0.6305
130,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/823/PK_128_log_bins.npy,0.4151,0.06251000000000001,0.8173,1.1451,0.6211
131,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/145/PK_128_log_bins.npy,0.3387,0.05575000000000001,0.5025,0.9689,0.6169
132,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/240/PK_128_log_bins.npy,0.1413,0.06381,0.8063,0.9875,0.6903
133,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/215/PK_128_log_bins.npy,0.42290000000000005,0.06051000000000001,0.7985,1.1091,0.6923
134,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1889/PK_128_log_bins.npy,0.3345,0.03171,0.7971,1.0785,0.6753
135,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/465/PK_128_log_bins.npy,0.15610000000000002,0.048810000000000006,0.5811,0.9679,0.6797
136,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/987/PK_128_log_bins.npy,0.1003,0.05287,0.6379,1.0985,0.8123
137,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1238/PK_128_log_bins.npy,0.4989,0.04571,0.6157,0.8419,0.9709
138,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/760/PK_128_log_bins.npy,0.4929,0.037129999999999996,0.6873,0.8763000000000001,0.7307
139,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/252/PK_128_log_bins.npy,0.1081,0.030189999999999998,0.7757000000000001,0.8105,0.8471
140,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1633/PK_128_log_bins.npy,0.1405,0.06303,0.7673000000000001,1.0575,0.7337
141,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/781/PK_128_log_bins.npy,0.4233,0.03375,0.6449,0.8301000000000001,0.8725
142,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1451/PK_128_log_bins.npy,0.4217000000000001,0.05009000000000001,0.7337,1.1401,0.9333
143,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/572/PK_128_log_bins.npy,0.3975000000000001,0.06703,0.7581,1.1469,0.8876999999999999
144,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/85/PK_128_log_bins.npy,0.18050000000000002,0.05081,0.6989,1.1073,0.8441
145,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/634/PK_128_log_bins.npy,0.29990000000000006,0.03999,0.5089,1.1911,0.8978999999999999
146,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/317/PK_128_log_bins.npy,0.47730000000000006,0.03873,0.5469,0.8631,0.9633
147,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/118/PK_128_log_bins.npy,0.10490000000000001,0.03655,0.7333000000000001,0.8439,0.6853
148,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1784/PK_128_log_bins.npy,0.4579000000000001,0.03819,0.7467,1.0241,0.9197
149,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1876/PK_128_log_bins.npy,0.4829,0.05699,0.6151,1.1057000000000001,0.9833000000000001
150,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/443/PK_128_log_bins.npy,0.26890000000000003,0.043410000000000004,0.6193,0.8011,0.8951
151,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1900/PK_128_log_bins.npy,0.35930000000000006,0.05083,0.5703,1.1793,0.6608999999999999
152,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/516/PK_128_log_bins.npy,0.48330000000000006,0.03459,0.6863,1.0341,0.9085
153,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1646/PK_128_log_bins.npy,0.3479,0.03735,0.5303,0.9417,0.7915
154,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/30/PK_128_log_bins.npy,0.19310000000000002,0.061810000000000004,0.8337,1.0579,0.6263
155,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/713/PK_128_log_bins.npy,0.3963,0.05963,0.5841000000000001,0.9109,0.8221
156,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/254/PK_128_log_bins.npy,0.2765,0.03623,0.7249,0.9891,0.6775
157,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/900/PK_128_log_bins.npy,0.35950000000000004,0.03523,0.8011,1.0275,0.7409
158,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/587/PK_128_log_bins.npy,0.23930000000000004,0.057550000000000004,0.7211000000000001,1.1789,0.8714999999999999
159,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1317/PK_128_log_bins.npy,0.1479,0.04819,0.8611,1.1653,0.8799
160,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1887/PK_128_log_bins.npy,0.15450000000000003,0.06731000000000001,0.8661000000000001,0.9799,0.8694999999999999
161,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1811/PK_128_log_bins.npy,0.2873,0.04739,0.6835,0.9313,0.9465
162,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1121/PK_128_log_bins.npy,0.46710000000000007,0.04977,0.8493,0.8481000000000001,0.8271
163,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1334/PK_128_log_bins.npy,0.2291,0.05505,0.5201,1.0049,0.6449
164,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1918/PK_128_log_bins.npy,0.41890000000000005,0.057190000000000005,0.6119,0.8479,0.6863
165,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/906/PK_128_log_bins.npy,0.29910000000000003,0.03281,0.6049,0.8321000000000001,0.6279
166,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1635/PK_128_log_bins.npy,0.2277,0.03453,0.8731,0.8855000000000001,0.7935
167,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1858/PK_128_log_bins.npy,0.1403,0.03853,0.6667,1.0691,0.7721
168,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/796/PK_128_log_bins.npy,0.16910000000000003,0.04617,0.7323,1.1923,0.6331
169,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1076/PK_128_log_bins.npy,0.4193,0.058190000000000006,0.8883000000000001,1.1051,0.9385
170,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/522/PK_128_log_bins.npy,0.3137,0.03399,0.6915,1.1095,0.6973
171,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1411/PK_128_log_bins.npy,0.4727,0.04723,0.6191,1.0963,0.7683
172,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/124/PK_128_log_bins.npy,0.2693,0.040190000000000003,0.6885,1.0257,0.8407
173,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/187/PK_128_log_bins.npy,0.4617,0.06217,0.6223,1.0669,0.7023
174,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/517/PK_128_log_bins.npy,0.40970000000000006,0.06521,0.7037,0.9153,0.6993
175,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/1945/PK_128_log_bins.npy,0.10010000000000001,0.05047,0.8959,1.0103,0.9203
176,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/686/PK_128_log_bins.npy,0.20670000000000002,0.03099,0.6997,1.0041,0.8607
177,/data74/anirban/Quijote/LH_data_128/PK/128/log_bins/342/PK_128_log_bins.npy,0.1709,0.05029,0.6419,0.8783000000000001,0.7063
