,Density_Field,Omega_m,Omega_b,h,n_s,sigma_8
42,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1126/df_m_128_z=0.npy,0.4477000000000001,0.04071,0.7365,0.9959,0.6363
43,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1332/df_m_128_z=0.npy,0.4173,0.05707,0.8023,0.9615,0.7279
44,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1411/df_m_128_z=0.npy,0.4727,0.04723,0.6191,1.0963,0.7683
45,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1429/df_m_128_z=0.npy,0.44510000000000005,0.052910000000000006,0.7455,1.0293,0.6501
46,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/418/df_m_128_z=0.npy,0.12110000000000001,0.05063,0.8819,0.8267,0.9575
47,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/168/df_m_128_z=0.npy,0.43190000000000006,0.03009,0.6283,1.0413000000000001,0.9861
48,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1038/df_m_128_z=0.npy,0.14650000000000002,0.06767000000000001,0.8587,1.0271,0.6281
49,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/747/df_m_128_z=0.npy,0.2469,0.06515000000000001,0.5135,1.1147,0.9297
50,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1557/df_m_128_z=0.npy,0.3347,0.043570000000000005,0.5827,0.8047000000000001,0.7451
51,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/750/df_m_128_z=0.npy,0.25070000000000003,0.06765000000000002,0.7233,0.9659,0.7299
52,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/788/df_m_128_z=0.npy,0.22610000000000002,0.042690000000000006,0.7559,1.1844999999999999,0.9383
53,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/729/df_m_128_z=0.npy,0.4799000000000001,0.05137,0.7545,1.0445,0.7125
54,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/469/df_m_128_z=0.npy,0.16090000000000002,0.04807,0.5143,0.8819,0.8403
55,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/654/df_m_128_z=0.npy,0.41290000000000004,0.05661000000000001,0.8571,1.0735000000000001,0.6381
56,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/917/df_m_128_z=0.npy,0.30410000000000004,0.04927000000000001,0.7222999999999999,0.9957,0.9953000000000001
57,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/816/df_m_128_z=0.npy,0.1063,0.05781000000000001,0.5083,0.9161,0.6795
58,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1263/df_m_128_z=0.npy,0.2335,0.03835,0.7845,0.9345,0.6531
59,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1720/df_m_128_z=0.npy,0.42310000000000003,0.03499,0.8405,0.8195,0.9602999999999999
60,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1092/df_m_128_z=0.npy,0.36950000000000005,0.05979000000000001,0.6327,1.1972999999999998,0.9393
61,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1879/df_m_128_z=0.npy,0.2255,0.06265000000000001,0.6571,0.8059000000000001,0.8093
62,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/763/df_m_128_z=0.npy,0.26570000000000005,0.03033,0.5277000000000001,0.8373,0.9307000000000001
63,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1906/df_m_128_z=0.npy,0.4415,0.05711000000000001,0.6121,1.0653,0.6738999999999999
64,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1277/df_m_128_z=0.npy,0.3335,0.06671,0.8127,1.1892999999999998,0.6489
65,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1886/df_m_128_z=0.npy,0.2827,0.051410000000000004,0.5473,0.8809,0.7993
66,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/922/df_m_128_z=0.npy,0.1291,0.06891,0.6323,1.0399,0.7613
67,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1517/df_m_128_z=0.npy,0.43110000000000004,0.03419,0.6671,0.8927,0.9215
68,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/558/df_m_128_z=0.npy,0.16610000000000003,0.030869999999999998,0.7739,1.1269,0.7517
69,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/881/df_m_128_z=0.npy,0.4447,0.03013,0.7727,1.1385,0.8933
70,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1369/df_m_128_z=0.npy,0.4053,0.05005,0.6397,0.8963,0.8083
71,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/854/df_m_128_z=0.npy,0.3527,0.04117,0.7689,1.0193,0.8925
72,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1918/df_m_128_z=0.npy,0.41890000000000005,0.057190000000000005,0.6119,0.8479,0.6863
73,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/267/df_m_128_z=0.npy,0.30390000000000006,0.048850000000000005,0.8149,0.8601000000000001,0.7669
74,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1872/df_m_128_z=0.npy,0.4307000000000001,0.03629,0.5925,0.9385,0.9621
75,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1488/df_m_128_z=0.npy,0.3231,0.039830000000000004,0.6125,1.0255,0.6134999999999999
76,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/589/df_m_128_z=0.npy,0.1275,0.059070000000000004,0.7019,0.9693,0.6799
77,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/294/df_m_128_z=0.npy,0.1529,0.03581,0.8789,0.9215,0.9745
78,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1147/df_m_128_z=0.npy,0.45510000000000006,0.06273000000000001,0.8037000000000001,1.1373,0.8063
79,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1714/df_m_128_z=0.npy,0.4827,0.03051,0.5425,1.1113,0.8431
80,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/643/df_m_128_z=0.npy,0.3473,0.061410000000000006,0.8881000000000001,1.0347,0.6621
81,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1055/df_m_128_z=0.npy,0.3257,0.06983,0.5835,0.9813000000000001,0.6678999999999999
82,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/493/df_m_128_z=0.npy,0.19210000000000002,0.06637000000000001,0.6587000000000001,0.8137000000000001,0.9907
83,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/835/df_m_128_z=0.npy,0.17070000000000002,0.03943,0.8895,0.8091,0.9585
84,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1822/df_m_128_z=0.npy,0.13870000000000002,0.05933000000000001,0.5055,0.9983,0.7085
85,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1250/df_m_128_z=0.npy,0.28650000000000003,0.050010000000000006,0.5183,1.0815,0.6219
86,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1169/df_m_128_z=0.npy,0.19110000000000002,0.03617,0.5093,0.9625,0.7467
87,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1552/df_m_128_z=0.npy,0.1391,0.061750000000000006,0.7475,1.1545,0.8485
88,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/614/df_m_128_z=0.npy,0.3793000000000001,0.04085,0.8775000000000001,1.1231,0.6129
89,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1337/df_m_128_z=0.npy,0.2943,0.03677,0.6377,0.9369000000000001,0.7579
90,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1808/df_m_128_z=0.npy,0.35450000000000004,0.041030000000000004,0.8939,0.9919,0.6097
91,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1052/df_m_128_z=0.npy,0.45210000000000006,0.03531,0.8941,0.8553000000000001,0.6316999999999999
92,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/882/df_m_128_z=0.npy,0.3045,0.040510000000000004,0.6807,1.1777,0.8309
93,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/234/df_m_128_z=0.npy,0.20870000000000002,0.035750000000000004,0.5505,1.0617,0.8387
94,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1471/df_m_128_z=0.npy,0.1689,0.06257000000000001,0.6523,1.0209,0.6244999999999999
95,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/458/df_m_128_z=0.npy,0.2963,0.05031000000000001,0.5435,1.1968999999999999,0.7791
96,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/388/df_m_128_z=0.npy,0.34130000000000005,0.06305000000000001,0.6691,0.8337,0.7899
97,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/310/df_m_128_z=0.npy,0.1961,0.040870000000000004,0.6615,1.1360999999999999,0.8497
98,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/723/df_m_128_z=0.npy,0.20950000000000002,0.06771,0.7773000000000001,1.1399,0.7666999999999999
99,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1036/df_m_128_z=0.npy,0.48650000000000004,0.04441,0.8555,1.1737,0.8013
100,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/403/df_m_128_z=0.npy,0.33410000000000006,0.05317000000000001,0.8821000000000001,0.9847,0.7093
101,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/626/df_m_128_z=0.npy,0.2621,0.04333000000000001,0.8537,1.0727,0.8609
102,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/442/df_m_128_z=0.npy,0.24209999999999998,0.053090000000000005,0.7723,0.9889,0.6463
103,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/918/df_m_128_z=0.npy,0.4171,0.062150000000000004,0.6111,0.8295,0.8233
104,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1865/df_m_128_z=0.npy,0.2565,0.06669,0.7027,1.0645,0.7549
105,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/223/df_m_128_z=0.npy,0.40570000000000006,0.05219000000000001,0.6960999999999999,1.0901,0.8349
106,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1510/df_m_128_z=0.npy,0.4679000000000001,0.051710000000000006,0.5495,1.0105,0.8391
107,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/675/df_m_128_z=0.npy,0.1165,0.06961,0.8529,1.1199,0.8479
108,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/611/df_m_128_z=0.npy,0.1549,0.05333,0.6325000000000001,1.0569,0.6771
109,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/444/df_m_128_z=0.npy,0.3289,0.06375,0.5207,1.0467,0.8261000000000001
110,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1746/df_m_128_z=0.npy,0.3169,0.06933,0.5641,1.0439,0.8049
111,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1857/df_m_128_z=0.npy,0.3351,0.03319,0.5439,0.9117000000000001,0.6113
112,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/140/df_m_128_z=0.npy,0.19330000000000003,0.05559,0.7801,0.8109000000000001,0.9181
113,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1944/df_m_128_z=0.npy,0.37950000000000006,0.03527,0.8043,0.9629,0.7733
114,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/104/df_m_128_z=0.npy,0.48730000000000007,0.04385,0.8929,0.8107000000000001,0.9823000000000001
115,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1172/df_m_128_z=0.npy,0.3945000000000001,0.03697,0.5069,1.1733,0.6628999999999999
116,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1955/df_m_128_z=0.npy,0.49550000000000005,0.03905,0.7047,0.8821,0.8923
117,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/574/df_m_128_z=0.npy,0.15230000000000002,0.051890000000000006,0.5147,0.8939,0.9579
118,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/107/df_m_128_z=0.npy,0.1645,0.052570000000000006,0.7743,1.0311,0.6149
119,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/429/df_m_128_z=0.npy,0.4355,0.04843,0.5705,0.9971,0.7357
120,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1124/df_m_128_z=0.npy,0.4325,0.05087,0.6829000000000001,1.0247,0.6084999999999999
121,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1414/df_m_128_z=0.npy,0.11030000000000001,0.03271,0.7011000000000001,1.1171,0.8279
122,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1618/df_m_128_z=0.npy,0.2761,0.033209999999999996,0.6547000000000001,0.8341000000000001,0.7227
123,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/682/df_m_128_z=0.npy,0.30810000000000004,0.043590000000000004,0.8867,1.0553,0.9495
124,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/765/df_m_128_z=0.npy,0.1197,0.03863,0.5759,1.1211,0.7555000000000001
125,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1109/df_m_128_z=0.npy,0.31210000000000004,0.03323,0.8121,0.9181,0.6247
126,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1635/df_m_128_z=0.npy,0.2277,0.03453,0.8731,0.8855000000000001,0.7935
127,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1602/df_m_128_z=0.npy,0.25570000000000004,0.03263,0.7363,1.0281,0.9353
128,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1579/df_m_128_z=0.npy,0.22210000000000002,0.04173,0.8177000000000001,0.9735,0.6518999999999999
129,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1439/df_m_128_z=0.npy,0.39990000000000003,0.03043,0.7567,0.9753000000000001,0.6638999999999999
130,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/88/df_m_128_z=0.npy,0.34409999999999996,0.05847000000000001,0.5813,1.0351,0.8769
131,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/3/df_m_128_z=0.npy,0.3271,0.06875,0.6313,0.8135,0.8938999999999999
132,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/537/df_m_128_z=0.npy,0.4739,0.04281,0.6154999999999999,0.9283,0.6033
133,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/668/df_m_128_z=0.npy,0.4153,0.04113,0.6205,0.8435,0.6027
134,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1754/df_m_128_z=0.npy,0.2025,0.06355,0.6214999999999999,1.1753,0.8689
135,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1689/df_m_128_z=0.npy,0.3427,0.03049,0.6507000000000001,1.1177,0.7001
136,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/235/df_m_128_z=0.npy,0.3693000000000001,0.04897000000000001,0.5085,1.1295,0.6543
137,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1735/df_m_128_z=0.npy,0.3205,0.044050000000000006,0.8181,1.0865,0.9245
138,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/115/df_m_128_z=0.npy,0.3097,0.04639,0.6339,0.8969,0.8993
139,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1281/df_m_128_z=0.npy,0.41390000000000005,0.05759000000000001,0.8857,0.9285,0.8519
140,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/888/df_m_128_z=0.npy,0.1311,0.03269,0.7139,0.9685,0.7477
141,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/880/df_m_128_z=0.npy,0.12490000000000001,0.04861,0.5631,1.0863,0.6114999999999999
142,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/967/df_m_128_z=0.npy,0.2987,0.05417,0.7915000000000001,1.0603,0.6815
143,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/945/df_m_128_z=0.npy,0.35550000000000004,0.06053,0.8645,1.0394999999999999,0.6325
144,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/179/df_m_128_z=0.npy,0.1771,0.046770000000000006,0.8911,1.1193,0.9207
145,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/122/df_m_128_z=0.npy,0.37650000000000006,0.06457,0.5187,0.8979,0.6375
146,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/714/df_m_128_z=0.npy,0.3285,0.03395,0.5737,0.9964999999999999,0.6688999999999999
147,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1884/df_m_128_z=0.npy,0.18250000000000002,0.06551000000000001,0.6577,0.8377,0.6668999999999999
148,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1805/df_m_128_z=0.npy,0.17010000000000003,0.04317,0.5695,0.8485,0.9923
149,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/677/df_m_128_z=0.npy,0.38770000000000004,0.06547,0.6621,0.9455,0.8355
150,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1797/df_m_128_z=0.npy,0.13090000000000002,0.05203000000000001,0.8947,0.8355,0.9951
151,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1015/df_m_128_z=0.npy,0.21850000000000003,0.05713,0.5693,0.8721,0.9103
152,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1652/df_m_128_z=0.npy,0.1957,0.06715,0.8679000000000001,1.1078999999999999,0.6023
153,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/195/df_m_128_z=0.npy,0.3995000000000001,0.04561,0.6665,0.8129000000000001,0.8345
154,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1125/df_m_128_z=0.npy,0.1889,0.03289,0.8875,0.9051,0.8815
155,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1446/df_m_128_z=0.npy,0.35250000000000004,0.04327,0.8925000000000001,1.1699,0.9045
156,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/711/df_m_128_z=0.npy,0.40390000000000004,0.05205,0.6456999999999999,1.1865,0.8601
157,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/439/df_m_128_z=0.npy,0.3749,0.06263,0.8351,1.0965,0.8789
158,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1403/df_m_128_z=0.npy,0.11610000000000001,0.03501,0.7605,0.8741,0.6982999999999999
159,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/895/df_m_128_z=0.npy,0.38370000000000004,0.06423000000000001,0.7447,1.0053,0.8375
160,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/30/df_m_128_z=0.npy,0.19310000000000002,0.061810000000000004,0.8337,1.0579,0.6263
161,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1312/df_m_128_z=0.npy,0.4347,0.03845,0.6825,0.8121,0.6213
162,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1829/df_m_128_z=0.npy,0.1925,0.03385,0.7039,1.0557,0.9987
163,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1871/df_m_128_z=0.npy,0.48450000000000004,0.03665,0.8407,0.9193,0.6491
164,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1924/df_m_128_z=0.npy,0.3871,0.06835000000000001,0.5559000000000001,1.1557,0.6004999999999999
165,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/754/df_m_128_z=0.npy,0.4297000000000001,0.06559000000000001,0.7119,1.0279,0.9201
166,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/772/df_m_128_z=0.npy,0.35530000000000006,0.06611,0.8969,1.0933,0.8807
167,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1413/df_m_128_z=0.npy,0.3863,0.046990000000000004,0.5972999999999999,0.8945000000000001,0.6395
168,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1267/df_m_128_z=0.npy,0.23270000000000002,0.06849000000000001,0.6099,1.1240999999999999,0.7181
169,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1725/df_m_128_z=0.npy,0.18230000000000002,0.04191,0.5829,0.9641,0.8069
170,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1026/df_m_128_z=0.npy,0.32030000000000003,0.06415000000000001,0.8055000000000001,1.1217,0.8907
171,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/664/df_m_128_z=0.npy,0.24870000000000003,0.03513,0.8085,0.9351,0.8820999999999999
172,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1081/df_m_128_z=0.npy,0.49030000000000007,0.04975,0.6973,1.0357,0.7247
173,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/242/df_m_128_z=0.npy,0.24350000000000002,0.04183,0.6603,0.8317,0.7177
174,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/405/df_m_128_z=0.npy,0.39670000000000005,0.05351,0.5141,0.9647,0.9005
175,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/864/df_m_128_z=0.npy,0.15810000000000002,0.06501000000000001,0.6445,0.9747,0.6439
176,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1950/df_m_128_z=0.npy,0.24050000000000005,0.03229,0.8547,0.8743000000000001,0.6970999999999999
177,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1071/df_m_128_z=0.npy,0.4919,0.051770000000000004,0.7449,0.9915,0.8521
178,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/1679/df_m_128_z=0.npy,0.1905,0.039290000000000005,0.8787,0.8465,0.8389
179,/data74/chartier/3D_cubesDF/LH_data/df3D_LH/297/df_m_128_z=0.npy,0.1527,0.04347,0.7123,1.1457,0.7457
